review_id,user_name,date,rating,content,thumbs_up,app_version,developer_reply,reply_date
0bffbb7b-0635-4233-97a5-fc06e7fb9955,Gary Lockhart,2025-10-10 12:44:17,5,a lot of options to see nutritional values and good selection of foods to add to daily intake,0,9.5.5,,
61f3509f-2d2e-4ee0-992e-96321a7df5d4,chase mclaren,2025-10-10 12:30:24,4,a little hard to figure out how to use the app. but the learning curve is worth it. the ai picture isnt perfect but it's close enough to be very easy and convenient when I want to log food. overall it's good enough. meets expectations,0,9.5.5,,
5b0201fc-a21c-4944-ad5b-6a603bd3b42a,BAS,2025-10-10 07:56:23,5,I've been back and forth on my review for this app. But I think it is the best option for android so I went back to 5 stars. the iOS version of this app is better.,0,,,
4f9ff535-0c49-4cd3-8713-960e8d9af1f0,dorinda walsh,2025-10-09 13:21:47,5,"brilliant app, lost over 14kg",0,9.5.5,,
3c20bbc3-8208-4bfc-89c4-85956fd8fa95,I am,2025-10-09 09:03:18,1,you did not notify me Bout the subscription.you just get the payment right away .and a year of subscription damn you!!!!,0,9.5.5,"Hello, Sorry for the confusion! MyNetDiary doesn’t process payments directly — all subscriptions and renewals are handled securely by Google Play. Please check your Play Store order history or contact us at support@mynetdiary.com, and we’ll gladly help resolve this.
Sincerely,
--MyNetDiary Tech Support team",2025-10-09 09:11:16
05d943a4-4735-4bb0-a4e7-79a4ae4ab7cc,Denise Valent,2025-10-09 07:55:18,3,I wish it would separate good fat from bad fat,0,9.5.5,"Thanks for your feedback! You're right—CLA differs from harmful industrial trans fats. Since labels don’t distinguish them, it’s tricky to separate in the app. You can create a custom food item and label it “Natural Trans Fat"" — this is a workaround used by users to track additional nutrients or supplements.",2025-10-09 09:15:53
2ee7e0e0-34a4-435c-97ea-967d868df142,Sujit Karki,2025-10-08 21:25:09,5,easy and best👍️,0,9.5.5,,
11141299-5511-4817-8e34-f1ec46a2a4ae,Nick Jurgess,2025-10-08 20:11:48,4,I think this app is overall great. The database is extensive and trustworthy. I love how you can take progress photos tied to your weight for the day. The premium features like recipe import and scan from a photo works well. My only real gripe and why it's 4 starts and not 5 is because the advanced autopilot is useless. It always fails check-ins and turns itself off.,0,9.5.5,"Thanks for your feedback, Nick! We’re glad you enjoy the app and its features. Sorry about the Advanced Autopilot issue — that’s not how it should work. Please contact support@mynetdiary.com so we can review your setup and help fix the problem.",2025-10-08 21:20:17
389d3fae-554e-4fc6-8c04-5ca1aa482591,JonnAsh Lundypeel,2025-10-08 19:37:03,5,"The food search is amazingly simple and has everything I've needed. Even rearranging items when I placed them on the wrong time/date is incredibly easy. Highly recommend this app, using free version too!",0,9.5.5,,
b54256ff-e505-40c5-aff9-a50fc5b31367,Jinivah Brawley,2025-10-08 08:08:31,5,"Great interface, easy to use and user friendly. you don't have to pay for it but you can for some extra features. I've been using it for 4 weeks and lost 8 lbs already, just by keeping track of what I eat.",0,9.5.5,,
bb868102-e732-4a4c-a570-4ddd690b9bc5,Cathy Franks,2025-10-08 08:00:10,5,very helpful tool to realize what and how much you eat,0,9.5.4,,
7ea36fe0-4a6f-45f8-9f74-b5d3a4d6690f,MarioneTTe Doll,2025-10-08 07:40:48,3,"Can we turn off the letter grades? These are absurd. Eggs are C. Sauerkraut? C-. Butter is B-. Yoplait (one of the worst yogurts you can eat due to all the added sugar) is A. Lucky Charms is A-. Most sugary breakfast cereals are in the B+ to A- range, in fact. At least the nutrition info is accurate and I haven't been blasted with full-screen ads.",0,,"Hi Marione, We appreciate your feedback. The food grade is not a direct assignment of merit. It was designed to compare items based only on nutrients currently listed on the label. We apologize for any confusion this may cause. You can turn this feature off in the App Settings. -- Support Team",2025-10-08 08:59:16
ffa57ad8-0718-46b4-9a8c-1e4e4c7c24f2,Courtney Connelly,2025-10-07 16:53:34,5,this app keeps me accountable. I don't even have the premium and I love it so so much,0,9.5.5,,
558af227-e54c-4de4-ab6f-846a5cf5e8f3,Christopher young,2025-10-07 13:45:01,5,helps alot and i love the community,0,9.5.5,,
b35a1f65-f944-4273-9002-4425806de2a9,Stephen Oates,2025-10-07 07:30:33,5,it's great and free,0,9.5.5,,
9d554db8-f394-4e02-848b-49e1b96ca9df,Karen Dercksen,2025-10-07 01:00:39,5,love the app. keeps me focused and motivated and informed,0,9.5.4,,
fa112321-dfa3-40f5-87e8-e09d0cd2426f,Hitesh Choudhary,2025-10-07 00:48:23,5,helped me to decrease 10 kgs of my weight just by 11 hours of my work in medicals just by normal walk and by 30 minutes of cycling at night with my headphones on for just 2.5 months right now my college work is there so can't do the same but after six months will be back and first thing will be downloading the app to track my daily calorie deficit,0,9.5.5,,
